year,office,district,party,candidate
2004,State House,41B,DFL,Aaron Schweiger
2004,State House,41B,IND,David Allen
2004,State House,41B,R,Neil W. Peterson
2004,State House,42A,DFL,Maria Ruud
2004,State House,42A,R,Peter Adolphson
2004,State House,42B,DFL,Carol Bomben
2004,State House,42B,R,Erik Paulsen
2004,State House,43A,DFL,Sheryl A. Frieman
2004,State House,43A,R,Jeff Johnson
2004,State House,43B,DFL,John Benson
2004,State House,43B,R,Ron Abrams
2004,State House,44A,DFL,Steve Simon
2004,State House,44A,R,Jim Rhodes
2004,State House,44B,DFL,Ron Latz
2004,State House,44B,R,John Palmatier
2004,State House,45A,DFL,Sandra Peterson
2004,State House,45A,IND,Ben T. Thome
2004,State House,45A,R,Lynne Osterman
2004,State House,45B,DFL,Lyndon R. Carlson
2004,State House,45B,IND,Brian J. Hanf
2004,State House,45B,R,Gregg Prest
2004,State House,46A,DFL,Michael (Mike) Nelson
2004,State House,46A,R,Linda J. Etim
2004,State House,46B,DFL,Debra Hilstrom
2004,State House,46B,R,Trudy Petersen
2004,State House,47A,DFL,Denise R. Dittrich
2004,State House,47A,R,William G. (Bill) Haas
2004,State House,47B,DFL,Melissa Hortman
2004,State House,47B,R,Stephanie Olsen
2004,State House,48A,DFL,Mike Starr
2004,State House,48A,R,Tom Hackbarth
2004,State House,48B,DFL,Bob Trewartha
2004,State House,48B,R,Jim Abeler
2004,State House,49A,DFL,Jim Pithan
2004,State House,49A,R,Chris DeLaForest
2004,State House,49B,DFL,Lee Ann Mortensen
2004,State House,49B,R,Kathy Tingelstad
2004,State House,4A,DFL,Frank Moe
2004,State House,4A,IND,Adam Steele
2004,State House,4A,R,Doug Fuller
2004,State House,4B,DFL,Carl R. Samuelson
2004,State House,4B,R,Larry Howes
2004,State House,50A,DFL,Barbara J. (Barb) Goodwin
2004,State House,50A,R,Nathan Jones
2004,State House,50B,DFL,Geri Evans
2004,State House,50B,R,Char Samuelson
2004,State House,51A,DFL,Kendra Brodin
2004,State House,51A,R,Andy Westerberg
2004,State House,51B,DFL,Connie Bernardy
2004,State House,51B,IND,Darrel S. Benedix
2004,State House,51B,R,Pam Wolf
2004,State House,52A,DFL,Rob Rapheal
2004,State House,52A,R,Ray Vandeveer
2004,State House,52B,DFL,Rebecca Otto
2004,State House,52B,R,Matt Dean
2004,State House,53A,DFL,Paul Gardner
2004,State House,53A,R,Philip (Phil) Krinkie
2004,State House,53B,DFL,Emily Waymire
2004,State House,53B,R,Doug Meslow
2004,State House,54A,DFL,Mindy Greiling
2004,State House,54A,R,Teri Graham
2004,State House,54B,DFL,Bev Scalze
2004,State House,54B,R,Ryan Griffin
2004,State House,55A,DFL,Leon M. Lillie
2004,State House,55A,IND,Brian D. Balfanz
2004,State House,55A,R,Jan Steiner
2004,State House,55B,DFL,Nora Slawik
2004,State House,55B,R,Kelley Koemptgen
2004,State House,56A,DFL,Marc Kimball
2004,State House,56A,R,Mike Charron
2004,State House,56B,DFL,Leonard (Len) Price
2004,State House,56B,R,Karen Klinzing
2004,State House,57A,DFL,Katie Sieben
2004,State House,57A,R,Kellie Eigenheer
2004,State House,57B,DFL,Jed Iverson
2004,State House,57B,GP,George Bateman
2004,State House,57B,R,Denny McNamara
2004,State House,58A,DFL,Joe Mullery
2004,State House,58A,R,Dan Niesen
2004,State House,58B,DFL,Keith M. Ellison
2004,State House,58B,R,Jay Cyril Mastrud
2004,State House,59A,DFL,Diane Loeffler
2004,State House,59A,GP,Tom Taylor
2004,State House,59A,R,Valdis Rosentals
2004,State House,59B,DFL,Phyllis Kahn
2004,State House,59B,GP,Becki Smith
2004,State House,59B,IND,Ronald C. (Ron) Lischeid
2004,State House,59B,R,Amanda Hutchings
2004,State House,5A,DFL,Thomas (Tom) Rukavina
2004,State House,5A,R,Gerald Williams
2004,State House,5B,DFL,Anthony (Tony) Sertich
2004,State House,5B,IND,John J. Spanish
2004,State House,5B,R,Allen Thomsen
2004,State House,60A,DFL,Margaret Anderson Kelliher
2004,State House,60A,IND,Sigrid Hutcheson
2004,State House,60A,R,Tom Gromacki
2004,State House,60B,DFL,Frank Hornstein
2004,State House,60B,R,Jeremy J. Estenson
2004,State House,61A,DFL,Karen Clark
2004,State House,61A,R,Frederick J. (Fred) Coates
2004,State House,61B,DFL,Neva Walker
2004,State House,61B,R,Andy Lindberg
2004,State House,62A,DFL,Jim Davnie
2004,State House,62A,IND,Carol Grishen
2004,State House,62A,R,Robert J. Garrison
2004,State House,62B,DFL,Jean Wagenius
2004,State House,62B,R,Susie Valentine
2004,State House,63A,DFL,Paul Thissen
2004,State House,63A,R,Amy Vrudny
2004,State House,63B,DFL,Dan Larson
2004,State House,63B,R,Pat Kirby
2004,State House,64A,DFL,Matt Entenza
2004,State House,64A,R,Kirstin Beach
2004,State House,64B,DFL,Michael Paymar
2004,State House,64B,R,Kristina R. Jilek
2004,State House,65A,DFL,Cy Thao
2004,State House,65A,R,Paul Holmgren
2004,State House,65B,DFL,Carlos Mariani
2004,State House,65B,IND,Bill Dahn
2004,State House,65B,R,Lori Windels
2004,State House,66A,DFL,John Lesch
2004,State House,66A,R,Greg Copeland
2004,State House,66B,DFL,Alice Hausman
2004,State House,66B,R,Warren N. Anderson
2004,State House,67A,DFL,Tim Mahoney
2004,State House,67A,R,Mark Jorgensen
2004,State House,67B,DFL,Sheldon Johnson
2004,State House,67B,GP,Rogert Alton Westall
2004,State House,67B,IND,John Klein
2004,State House,67B,R,Gregory W. LeMay
2004,State House,6A,DFL,David Dill
2004,State House,6A,R,Marty Breaker
2004,State House,6B,DFL,Mary Murphy
2004,State House,6B,R,Dale C. Brodin
2004,State House,7A,DFL,Thomas Huntley
2004,State House,7A,R,Steve Peterson
2004,State House,7B,DFL,Mike Jaros
2004,State House,7B,R,Timothy S. Marczak
2004,State House,8A,DFL,Bill Hilty
2004,State House,8A,R,Uriah Wilkinson
2004,State House,8B,DFL,Tim Faust
2004,State House,8B,R,Judy Soderstrom
2004,State House,9A,DFL,Lauri Winterfeldt-Shanks
2004,State House,9A,GP,Wade Hannon
2004,State House,9A,R,Morrie Lanning
2004,State House,9B,DFL,Paul Marquart
2004,State House,9B,R,Tim Sycks
2004,U.S. House,1,DFL,Leigh Pomeroy
2004,U.S. House,1,IND,Gregory (Greg) Mikkelson
2004,U.S. House,1,R,Gil Gutknecht
2004,U.S. House,2,DFL,Teresa Daly
2004,U.S. House,2,IND,Douglas J. (Doug) Williams
2004,U.S. House,2,R,John Kline
2004,U.S. House,3,DFL,Deborah Watts
2004,U.S. House,3,R,Jim Ramstad
2004,U.S. House,4,DFL,Betty McCollum
2004,U.S. House,4,IND,Peter F. Vento
2004,U.S. House,4,R,Patrice Bataglia
2004,U.S. House,5,DFL,Martin Olav Sabo
2004,U.S. House,5,GP,Jay Pond
2004,U.S. House,5,R,Daniel Nielsen Mathias
2004,U.S. House,6,DFL,Patty Wetterling
2004,U.S. House,6,R,Mark R. Kennedy
2004,U.S. House,7,DFL,Collin C. Peterson
2004,U.S. House,7,R,David E. Sturrock
2004,U.S. House,8,DFL,James L. Oberstar
2004,U.S. House,8,GP,Van Presley
2004,U.S. House,8,R,Mark Groettum
2006,State House,10A,DFL,Maryjane Westra
2006,State House,10A,R,Larry (Bud) Nornes
2006,State House,10B,DFL,Timothy (Tim) Nieminen
2006,State House,10B,R,Dean Simpson
2006,State House,11A,DFL,Brian J. Boeddeker
2006,State House,11A,R,Torrey Westrom
2006,State House,11B,DFL,Mary Ellen Otremba
2006,State House,11B,R,Austin Bleess
2006,State House,12A,DFL,John Ward
2006,State House,12A,R,Paul Gazelka
2006,State House,12B,DFL,Al Doty
2006,State House,12B,R,Greg Blaine
2006,State House,13A,DFL,Bruce Shuck
2006,State House,13A,R,Bud Heidgerken
2006,State House,13B,DFL,Al Juhnke
2006,State House,13B,R,Bonnie Wilhelm
2006,State House,14A,DFL,Barbara A. Beniek
2006,State House,14A,R,Dan Severson
2006,State House,14B,DFL,Larry Hosch
2006,State House,14B,R,Nate Stang
2006,State House,15A,DFL,Diana Murphy-Podawiltz
2006,State House,15A,R,Steve Gottwalt
2006,State House,15B,DFL,Larry Haws
2006,State House,15B,R,Tara Westby
2006,State House,16A,DFL,Gail Kulick Jackson
2006,State House,16A,R,Sondra Erickson
2006,State House,16B,DFL,Jim Huhtala
2006,State House,16B,R,Mark Olson
2006,State House,17A,DFL,Melissa Jabas
2006,State House,17A,R,Rob Eastlund
2006,State House,17B,DFL,Jeremy Kalin
2006,State House,17B,R,Peter C. (Pete) Nelson
2006,State House,18A,DFL,Kevin Johnson
2006,State House,18A,R,Ron Shimanski
2006,State House,18B,DFL,David G. Detert
2006,State House,18B,R,Dean Urdahl
2006,State House,19A,DFL,Millie Vetsch
2006,State House,19A,R,Bruce D. Anderson
2006,State House,19B,DFL,Christine Brazelton
2006,State House,19B,R,Tom Emmer
2006,State House,1A,DFL,David M. (Dave) Olin
2006,State House,1A,R,Delray Flom
2006,State House,1B,DFL,Bernie Lieder
2006,State House,1B,R,Doug Oman
2006,State House,20A,DFL,Aaron Peterson
2006,State House,20A,R,Mike Bredeck
2006,State House,20B,DFL,Lyle J. Koenen
2006,State House,20B,R,Scott Vansbinsbergen
2006,State House,21A,DFL,Pat Mellenthin
2006,State House,21A,R,Marty Seifert
2006,State House,21B,DFL,Robert Skillings
2006,State House,21B,R,Brad Finstad
2006,State House,22A,DFL,Mike McCarvel
2006,State House,22A,R,Doug Magnus
2006,State House,22B,DFL,Richard Peterson
2006,State House,22B,R,Rod Hamilton
2006,State House,23A,DFL,Terry Morrow
2006,State House,23A,R,Andy Davis
2006,State House,23B,DFL,Kathy Brynaert
2006,State House,23B,R,Luke Robinson
2006,State House,24A,DFL,Norma Schmitt
2006,State House,24A,R,Bob Gunther
2006,State House,24B,DFL,Jim Peterson
2006,State House,24B,R,Tony Cornish
2006,State House,25A,DFL,Timothy Siebsen
2006,State House,25A,R,Laura Brod
2006,State House,25B,DFL,David Bly
2006,State House,25B,R,Ray Cox
2006,State House,26A,DFL,Kathy Muellerleile
2006,State House,26A,R,Connie Ruth
2006,State House,26B,DFL,Patti Fritz
2006,State House,26B,R,Otto Luknic
2006,State House,27A,DFL,Robin Brown
2006,State House,27A,R,Matt Benda
2006,State House,27B,DFL,Jeanne Poppe
2006,State House,27B,R,Jeff Anderson (i)
2006,State House,28A,DFL,Sandra (Sandy) Wollschlager
2006,State House,28A,R,Gary Iocco
2006,State House,28B,DFL,Jeffrey W. Flaten
2006,State House,28B,R,Steve Sviggum
2006,State House,29A,DFL,Wes Urevig
2006,State House,29A,R,Randy Demmer
2006,State House,29B,DFL,Kim Norton
2006,State House,29B,R,Rich Decker
2006,State House,2A,DFL,Kent Eken
2006,State House,2A,R,Patricia Crabb
2006,State House,2B,DFL,Brita Sailer
2006,State House,2B,R,Doug Lindgren
2006,State House,30A,DFL,Tina Liebling
2006,State House,30A,R,Carla Nelson
2006,State House,30B,DFL,Andy Welti
2006,State House,30B,R,William (Bill) Kuisle
2006,State House,31A,DFL,Gene P. Pelowski
2006,State House,31A,R,Lewie Reiman
2006,State House,31B,DFL,Kenneth (Ken) Tschumper
2006,State House,31B,R,Gregory M. Davids
2006,State House,32A,DFL,Grace Baltich
2006,State House,32A,R,Joyce Peppin
2006,State House,32B,DFL,Lee Carlson
2006,State House,32B,IND,Terry P. Brennan
2006,State House,32B,R,Kurt Zellers
2006,State House,33A,R,Steve Smith
2006,State House,33B,DFL,Mary Schrock
2006,State House,33B,R,John Berns
2006,State House,34A,DFL,Marcia J. Krueger
2006,State House,34A,R,Paul Kohls
2006,State House,34B,DFL,Gary DeVaan
2006,State House,34B,R,Joe Hoppe
2006,State House,35A,DFL,Doug Zila
2006,State House,35A,R,Michael (Mike) Beard
2006,State House,35B,DFL,Taylor Kristoffe-Jones
2006,State House,35B,R,Mark Buesgens
2006,State House,36A,DFL,Dave Laidig
2006,State House,36A,R,Mary Liz Holberg
2006,State House,36B,DFL,Paul Hardt
2006,State House,36B,R,Pat Garofalo
2006,State House,37A,DFL,Shelley J. Madore
2006,State House,37A,R,Lloyd Cybart
2006,State House,37B,R,Dennis Ozment
2006,State House,38A,DFL,Sandra A. Masin
2006,State House,38A,R,Tim Wilkin
2006,State House,38B,DFL,Mike Obermueller
2006,State House,38B,R,Lynn Wardlow
2006,State House,39A,DFL,Rick Hansen
2006,State House,39A,R,Tom Marver
2006,State House,39B,DFL,Joe Atkins
2006,State House,39B,R,Kathie Roberts
2006,State House,3A,DFL,Tom Anzelc
2006,State House,3A,IND,Chris Pfeifer
2006,State House,3A,R,Les Lemm
2006,State House,3B,DFL,Loren A. Solberg
2006,State House,40A,DFL,Will Morgan
2006,State House,40A,R,Duke Powell
2006,State House,40B,DFL,Ann Lenczewski
2006,State House,40B,R,Randy Elledge
2006,State House,41A,DFL,Jeff Rich
2006,State House,41A,R,Ron Erhardt
2006,State House,41B,DFL,Paul Rosenthal
2006,State House,41B,R,Neil W. Peterson
2006,State House,42A,DFL,Maria Ruud
2006,State House,42A,R,Peter Cullen
2006,State House,42B,DFL,Rob Boyd
2006,State House,42B,R,Erik Paulsen
2006,State House,43A,DFL,Sandy Hewitt
2006,State House,43A,R,Sarah Anderson
2006,State House,43B,DFL,John Benson
2006,State House,43B,R,Dave Johnson
2006,State House,44A,DFL,Steve Simon
2006,State House,44A,R,Jason Van Buren
2006,State House,44B,DFL,Ryan Winkler
2006,State House,44B,R,John Palmatier
2006,State House,45A,DFL,Sandra Peterson
2006,State House,45A,R,Sarah Durenberger
2006,State House,45B,DFL,Lyndon R. Carlson
2006,State House,45B,R,Gregg Prest
2006,State House,46A,DFL,Michael (Mike) Nelson
2006,State House,46A,R,Linda J. Etim
2006,State House,46B,DFL,Debra Hilstrom
2006,State House,46B,R,Jill Peterson
2006,State House,47A,DFL,Denise R. Dittrich
2006,State House,47A,R,John Tomczak
2006,State House,47B,DFL,Melissa Hortman
2006,State House,47B,R,Andrew Reinhardt
2006,State House,48A,DFL,Dan Tveite
2006,State House,48A,R,Tom Hackbarth
2006,State House,48B,DFL,Jess W. Langerud
2006,State House,48B,R,Jim Abeler
2006,State House,49A,DFL,Joe Zimmer
2006,State House,49A,R,Chris DeLaForest
