precinct_id,county,precinct_code,precinct_name,total_population,white_pop,black_pop,native_pop,asian_pop,pacific_pop,multiracial_pop,hispanic_pop,vap_18plus,white_vap,black_vap,native_vap,asian_vap,pacific_vap,multiracial_vap,hispanic_vap,white_vap_pct,black_vap_pct,native_vap_pct,asian_vap_pct,pacific_vap_pct,multiracial_vap_pct,hispanic_vap_pct
HUBBARD - 000037,Hubbard,000037,Farden Twp P-2,107,83,0,16,0,0,8,2,75,59,0,13,0,0,3,1,78.67,0.00,17.33,0.00,0.00,4.00,1.33
HUBBARD - 000040,Hubbard,000040,Fern Twp,285,263,0,6,2,0,13,1,221,208,0,3,2,0,7,1,94.12,0.00,1.36,0.90,0.00,3.17,0.45
HUBBARD - 000045,Hubbard,000045,Guthrie Twp,603,556,1,10,3,0,27,6,425,391,0,6,2,0,20,3,92.00,0.00,1.41,0.47,0.00,4.71,0.71
HUBBARD - 000050,Hubbard,000050,Hart Lake Twp P-1,397,352,4,14,3,2,13,5,302,276,3,9,2,0,5,0,91.39,0.99,2.98,0.66,0.00,1.66,0.00
HUBBARD - 000052,Hubbard,000052,Hart Lake Twp P-2,146,76,0,62,0,0,8,2,106,60,0,40,0,0,6,1,56.60,0.00,37.74,0.00,0.00,5.66,0.94
HUBBARD - 000055,Hubbard,000055,Helga Twp,1648,1513,8,37,3,0,84,16,1164,1087,3,19,3,0,49,3,93.38,0.26,1.63,0.26,0.00,4.21,0.26
HUBBARD - 000060,Hubbard,000060,Hendrickson Twp,307,292,0,2,0,1,8,4,229,223,0,1,0,0,4,2,97.38,0.00,0.44,0.00,0.00,1.75,0.87
HUBBARD - 000065,Hubbard,000065,Henrietta Twp,1514,1380,12,26,0,0,86,22,1193,1099,7,21,0,0,56,18,92.12,0.59,1.76,0.00,0.00,4.69,1.51
HUBBARD - 000070,Hubbard,000070,Hubbard Twp,770,729,2,4,4,0,28,8,600,572,2,3,4,0,18,4,95.33,0.33,0.50,0.67,0.00,3.00,0.67
HUBBARD - 000075,Hubbard,000075,Lake Alice Twp,114,110,0,0,0,0,2,1,82,79,0,0,0,0,1,1,96.34,0.00,0.00,0.00,0.00,1.22,1.22
HUBBARD - 000080,Hubbard,000080,Lake Emma Twp,965,902,0,6,4,0,49,22,815,775,0,2,3,0,31,14,95.09,0.00,0.25,0.37,0.00,3.80,1.72
HUBBARD - 000085,Hubbard,000085,Lake George Twp,389,337,3,8,2,0,35,17,322,291,2,5,2,0,19,12,90.37,0.62,1.55,0.62,0.00,5.90,3.73
HUBBARD - 000090,Hubbard,000090,Lake Hattie Twp,180,145,2,5,0,0,16,16,139,115,1,4,0,0,9,10,82.73,0.72,2.88,0.00,0.00,6.47,7.19
HUBBARD - 000095,Hubbard,000095,Lakeport Twp P-1,775,715,2,25,2,0,30,2,621,581,2,15,2,0,20,1,93.56,0.32,2.42,0.32,0.00,3.22,0.16
HUBBARD - 000100,Hubbard,000100,Laporte,134,120,0,8,0,2,4,2,102,94,0,6,0,0,2,1,92.16,0.00,5.88,0.00,0.00,1.96,0.98
HUBBARD - 000105,Hubbard,000105,Mantrap Twp,522,510,1,0,1,0,10,7,432,426,1,0,1,0,4,1,98.61,0.23,0.00,0.23,0.00,0.93,0.23
HUBBARD - 000110,Hubbard,000110,Nevis,377,338,2,13,1,1,19,9,276,254,1,2,1,1,14,4,92.03,0.36,0.72,0.36,0.36,5.07,1.45
HUBBARD - 000115,Hubbard,000115,Nevis Twp,1143,1054,7,10,3,0,57,20,921,859,2,9,3,0,38,13,93.27,0.22,0.98,0.33,0.00,4.13,1.41
HUBBARD - 000122,Hubbard,000122,Park Rapids P-2,2259,2005,14,39,19,0,117,110,1749,1589,9,30,19,0,65,60,90.85,0.51,1.72,1.09,0.00,3.72,3.43
HUBBARD - 000120,Hubbard,000120,Park Rapids P-1,1883,1597,17,68,7,0,137,135,1424,1253,11,49,7,0,70,75,87.99,0.77,3.44,0.49,0.00,4.92,5.27
HUBBARD - 000125,Hubbard,000125,Rockwood Twp,390,363,0,6,1,0,18,3,323,302,0,6,0,0,13,1,93.50,0.00,1.86,0.00,0.00,4.02,0.31
HUBBARD - 000130,Hubbard,000130,Schoolcraft Twp,136,126,0,3,0,0,7,0,102,95,0,2,0,0,5,0,93.14,0.00,1.96,0.00,0.00,4.90,0.00
HUBBARD - 000135,Hubbard,000135,Steamboat River Twp P-1,136,133,0,0,0,0,2,0,122,120,0,0,0,0,2,0,98.36,0.00,0.00,0.00,0.00,1.64,0.00
HUBBARD - 000137,Hubbard,000137,Steamboat River Twp P-2,4,0,0,1,0,0,3,2,3,0,0,1,0,0,2,2,0.00,0.00,33.33,0.00,0.00,66.67,66.67
HUBBARD - 000140,Hubbard,000140,Straight River Twp,788,745,1,3,1,2,31,13,567,543,0,1,1,2,18,4,95.77,0.00,0.18,0.18,0.35,3.17,0.71
HUBBARD - 000145,Hubbard,000145,Thorpe Twp,39,35,0,0,0,0,4,1,32,31,0,0,0,0,1,0,96.88,0.00,0.00,0.00,0.00,3.12,0.00
HUBBARD - 000150,Hubbard,000150,Todd Twp P-1,1313,1237,9,3,2,1,55,16,1015,976,7,1,2,1,25,10,96.16,0.69,0.10,0.20,0.10,2.46,0.99
HUBBARD - 000152,Hubbard,000152,Todd Twp P-2,151,143,0,0,0,0,7,1,126,120,0,0,0,0,5,1,95.24,0.00,0.00,0.00,0.00,3.97,0.79
HUBBARD - 000155,Hubbard,000155,White Oak Twp,486,477,1,1,1,0,6,2,382,376,0,1,0,0,5,2,98.43,0.00,0.26,0.00,0.00,1.31,0.52
HUBBARD - 000097,Hubbard,000097,Lakeport Twp P-2,65,60,0,3,0,0,2,2,56,54,0,0,0,0,2,2,96.43,0.00,0.00,0.00,0.00,3.57,3.57
KOOCHICHING - 000005,Koochiching,000005,Big Falls,175,169,0,0,0,0,4,3,154,151,0,0,0,0,2,1,98.05,0.00,0.00,0.00,0.00,1.30,0.65
KOOCHICHING - 000180,Koochiching,000180,Central Koochiching,568,518,0,2,1,0,44,15,488,447,0,1,1,0,36,12,91.60,0.00,0.20,0.20,0.00,7.38,2.46
KOOCHICHING - 000170,Koochiching,000170,Meadowbrook Precinct,87,76,0,1,1,1,8,5,77,69,0,1,1,1,5,4,89.61,0.00,1.30,1.30,1.30,6.49,5.19
KOOCHICHING - 000070,Koochiching,000070,Jameson Precinct,189,173,0,3,1,0,12,3,144,131,0,2,1,0,10,3,90.97,0.00,1.39,0.69,0.00,6.94,2.08
KOOCHICHING - 000055,Koochiching,000055,International Falls Center Ward,1900,1646,8,67,9,1,157,37,1481,1314,8,45,8,0,99,21,88.72,0.54,3.04,0.54,0.00,6.68,1.42
KOOCHICHING - 000050,Koochiching,000050,International Falls East Ward,1891,1722,7,52,5,1,95,26,1508,1396,7,39,4,0,59,8,92.57,0.46,2.59,0.27,0.00,3.91,0.53
KOOCHICHING - 000060,Koochiching,000060,International Falls West Ward,2011,1830,23,34,0,1,112,30,1632,1496,22,28,0,1,75,27,91.67,1.35,1.72,0.00,0.06,4.60,1.65
KOOCHICHING - 000080,Koochiching,000080,Koochiching Poll 2,478,454,0,1,2,1,19,4,415,403,0,0,2,0,9,2,97.11,0.00,0.00,0.48,0.00,2.17,0.48
KOOCHICHING - 000100,Koochiching,000100,Mizpah,58,49,0,4,0,0,4,1,47,40,0,4,0,0,2,0,85.11,0.00,8.51,0.00,0.00,4.26,0.00
KOOCHICHING - 000195,Koochiching,000195,Southwest Koochiching,482,451,0,9,0,0,21,2,382,359,0,9,0,0,13,1,93.98,0.00,2.36,0.00,0.00,3.40,0.26
KOOCHICHING - 000075,Koochiching,000075,Koochiching Poll 1,883,846,0,7,4,0,26,8,762,732,0,7,4,0,19,4,96.06,0.00,0.92,0.52,0.00,2.49,0.52
KOOCHICHING - 000175,Koochiching,000175,West Koochiching,27,24,0,0,0,0,3,1,13,12,0,0,0,0,1,0,92.31,0.00,0.00,0.00,0.00,7.69,0.00
KOOCHICHING - 000185,Koochiching,000185,Northwest Koochiching,599,573,0,3,3,1,15,5,502,482,0,1,3,1,11,2,96.02,0.00,0.20,0.60,0.20,2.19,0.40
KOOCHICHING - 000090,Koochiching,000090,Littlefork,553,522,0,8,1,0,22,4,452,432,0,6,0,0,14,2,95.58,0.00,1.33,0.00,0.00,3.10,0.44
KOOCHICHING - 000083,Koochiching,000083,Koochiching Poll 5,608,579,0,6,4,0,19,3,515,489,0,5,4,0,17,2,94.95,0.00,0.97,0.78,0.00,3.30,0.39
KOOCHICHING - 000140,Koochiching,000140,Scarlett Precinct,145,121,0,3,2,1,16,0,116,104,0,3,2,0,5,0,89.66,0.00,2.59,1.72,0.00,4.31,0.00
KOOCHICHING - 000082,Koochiching,000082,Koochiching Poll 4,500,467,4,5,0,2,18,8,403,381,2,3,0,2,11,7,94.54,0.50,0.74,0.00,0.50,2.73,1.74
KOOCHICHING - 000023,Koochiching,000023,Dinner Creek Unorg,64,56,0,0,0,0,8,0,58,54,0,0,0,0,4,0,93.10,0.00,0.00,0.00,0.00,6.90,0.00
KOOCHICHING - 000190,Koochiching,000190,Southeast Koochiching,120,42,0,72,0,0,6,3,83,39,0,42,0,0,2,2,46.99,0.00,50.60,0.00,0.00,2.41,2.41
KOOCHICHING - 000115,Koochiching,000115,Northome,155,140,0,2,0,3,7,3,127,117,0,2,0,1,5,2,92.13,0.00,1.57,0.00,0.79,3.94,1.57
KOOCHICHING - 000121,Koochiching,000121,Ranier West Precinct,376,339,2,3,3,0,28,3,306,282,2,2,3,0,16,3,92.16,0.65,0.65,0.98,0.00,5.23,0.98
KOOCHICHING - 000120,Koochiching,000120,Ranier East Precinct,193,178,0,2,3,0,10,3,166,158,0,1,1,0,6,1,95.18,0.00,0.60,0.60,0.00,3.61,0.60
LYON - 000005,Lyon,000005,Amiret Twp,205,194,0,0,3,0,6,5,161,155,0,0,3,0,2,1,96.27,0.00,0.00,1.86,0.00,1.24,0.62
LYON - 000010,Lyon,000010,Balaton,595,576,0,2,1,0,15,10,467,457,0,1,1,0,7,8,97.86,0.00,0.21,0.21,0.00,1.50,1.71
LYON - 000015,Lyon,000015,Clifton Twp,263,236,1,0,12,0,10,6,199,181,0,0,11,0,4,6,90.95,0.00,0.00,5.53,0.00,2.01,3.02
LYON - 000020,Lyon,000020,Coon Creek Twp,248,236,1,0,1,0,8,1,176,170,1,0,0,0,4,0,96.59,0.57,0.00,0.00,0.00,2.27,0.00
LYON - 000025,Lyon,000025,Cottonwood,1149,1072,13,8,3,0,30,39,870,827,9,4,3,0,18,21,95.06,1.03,0.46,0.34,0.00,2.07,2.41
LYON - 000075,Lyon,000075,Lucas Twp,210,199,3,1,0,0,6,3,153,146,1,1,0,0,4,3,95.42,0.65,0.65,0.00,0.00,2.61,1.96
LYON - 000030,Lyon,000030,Custer Twp,175,169,0,0,0,0,5,2,143,138,0,0,0,0,4,1,96.50,0.00,0.00,0.00,0.00,2.80,0.70
LYON - 000035,Lyon,000035,Eidsvold Twp,202,198,0,0,0,0,2,3,137,135,0,0,0,0,0,2,98.54,0.00,0.00,0.00,0.00,0.00,1.46
LYON - 000040,Lyon,000040,Fairview Twp,374,344,1,0,4,0,10,14,286,267,0,0,2,0,5,9,93.36,0.00,0.00,0.70,0.00,1.75,3.15
LYON - 000125,Lyon,000125,Minneota,1366,1258,11,8,3,0,68,89,1039,966,4,8,3,0,44,52,92.97,0.38,0.77,0.29,0.00,4.23,5.00
LYON - 000050,Lyon,000050,Garvin,124,105,2,0,0,0,16,1,99,82,2,0,0,0,14,0,82.83,2.02,0.00,0.00,0.00,14.14,0.00
LYON - 000055,Lyon,000055,Ghent,376,350,2,0,3,0,9,20,270,256,2,0,3,0,1,10,94.81,0.74,0.00,1.11,0.00,0.37,3.70
LYON - 000060,Lyon,000060,Grandview Twp,261,253,1,0,0,0,4,4,194,189,1,0,0,0,1,4,97.42,0.52,0.00,0.00,0.00,0.52,2.06
LYON - 000115,Lyon,000115,Marshall W-3,4784,3472,246,57,355,0,347,677,3370,2611,131,30,228,0,183,366,77.48,3.89,0.89,6.77,0.00,5.43,10.86
LYON - 000065,Lyon,000065,Island Lake Twp,172,170,0,0,0,0,0,0,136,134,0,0,0,0,0,0,98.53,0.00,0.00,0.00,0.00,0.00,0.00
LYON - 000070,Lyon,000070,Lake Marshall Twp,564,527,15,0,3,0,18,19,404,383,7,0,3,0,11,14,94.80,1.73,0.00,0.74,0.00,2.72,3.47
LYON - 000185,Lyon,000185,Westerheim Twp,226,220,1,1,0,0,3,4,181,178,1,1,0,0,0,4,98.34,0.55,0.55,0.00,0.00,0.00,2.21
LYON - 000045,Lyon,000045,Florence,28,24,0,0,0,0,3,2,24,22,0,0,0,0,1,1,91.67,0.00,0.00,0.00,0.00,4.17,4.17
LYON - 000080,Lyon,000080,Lynd,436,349,4,0,2,0,50,78,312,260,2,0,2,0,31,43,83.33,0.64,0.00,0.64,0.00,9.94,13.78
LYON - 000085,Lyon,000085,Lynd Twp,414,389,4,0,2,0,12,13,316,296,3,0,2,0,9,9,93.67,0.95,0.00,0.63,0.00,2.85,2.85
LYON - 000090,Lyon,000090,Lyons Twp,192,187,0,0,2,0,3,0,149,147,0,0,0,0,2,0,98.66,0.00,0.00,0.00,0.00,1.34,0.00
LYON - 000095,Lyon,000095,Marshall W-1,4116,3170,379,18,243,2,196,233,3269,2616,279,12,162,2,116,158,80.02,8.53,0.37,4.96,0.06,3.55,4.83
LYON - 000130,Lyon,000130,Monroe Twp,181,172,0,0,0,0,7,3,143,141,0,0,0,0,1,2,98.60,0.00,0.00,0.00,0.00,0.70,1.40
LYON - 000105,Lyon,000105,Marshall W-2,4728,3673,234,21,368,1,239,380,3482,2844,147,16,234,1,116,223,81.68,4.22,0.46,6.72,0.03,3.33,6.40
LYON - 000135,Lyon,000135,Nordland Twp,185,184,0,1,0,0,0,1,138,137,0,1,0,0,0,1,99.28,0.00,0.72,0.00,0.00,0.00,0.72
LYON - 000140,Lyon,000140,Rock Lake Twp,272,265,0,0,0,0,5,5,206,203,0,0,0,0,1,2,98.54,0.00,0.00,0.00,0.00,0.49,0.97
LYON - 000145,Lyon,000145,Russell,348,330,0,1,11,0,6,2,257,245,0,1,8,0,3,1,95.33,0.00,0.39,3.11,0.00,1.17,0.39
LYON - 000150,Lyon,000150,Shelburne Twp,189,186,0,0,0,0,3,4,130,130,0,0,0,0,0,1,100.00,0.00,0.00,0.00,0.00,0.00,0.77
LYON - 000155,Lyon,000155,Sodus Twp,262,260,0,0,0,0,2,2,200,198,0,0,0,0,2,1,99.00,0.00,0.00,0.00,0.00,1.00,0.50
LYON - 000160,Lyon,000160,Stanley Twp,194,192,0,0,0,0,2,0,145,145,0,0,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0.00,0.00
LYON - 000165,Lyon,000165,Taunton,136,132,0,1,0,0,2,3,111,107,0,1,0,0,2,3,96.40,0.00,0.90,0.00,0.00,1.80,2.70
LYON - 000170,Lyon,000170,Tracy,2076,1642,3,12,252,0,110,120,1534,1273,3,12,146,0,67,60,82.99,0.20,0.78,9.52,0.00,4.37,3.91
LYON - 000180,Lyon,000180,Vallers Twp,218,212,1,2,0,0,3,1,160,155,1,2,0,0,2,1,96.88,0.62,1.25,0.00,0.00,1.25,0.62
RICE - 000145,Rice,000145,Wells Twp,1545,1421,3,2,10,0,67,73,1265,1190,1,0,10,0,39,36,94.07,0.08,0.00,0.79,0.00,3.08,2.85
RICE - 000150,Rice,000150,Wheatland Twp,1261,1210,1,4,5,0,32,20,978,941,1,4,4,0,20,13,96.22,0.10,0.41,0.41,0.00,2.04,1.33
RICE - 000155,Rice,000155,Wheeling Twp,525,496,2,0,1,0,22,12,410,396,1,0,1,0,11,5,96.59,0.24,0.00,0.24,0.00,2.68,1.22
WRIGHT - 000050,Wright,000050,Clearwater Twp,1372,1296,2,2,4,0,49,10,1062,1015,2,2,4,0,26,2,95.57,0.19,0.19,0.38,0.00,2.45,0.19
WRIGHT - 000055,Wright,000055,Cokato,2799,2525,25,14,13,0,163,134,2027,1883,15,9,12,0,62,71,92.90,0.74,0.44,0.59,0.00,3.06,3.50
WRIGHT - 000060,Wright,000060,Cokato Twp,1369,1314,9,2,1,0,38,12,864,838,6,0,1,0,15,6,96.99,0.69,0.00,0.12,0.00,1.74,0.69
WRIGHT - 000065,Wright,000065,Corinna Twp,2540,2432,6,5,14,0,66,29,1986,1928,5,5,10,0,31,14,97.08,0.25,0.25,0.50,0.00,1.56,0.70
WRIGHT - 000075,Wright,000075,Delano,6484,5933,20,24,56,2,399,200,4542,4208,9,13,47,0,227,138,92.65,0.20,0.29,1.03,0.00,5.00,3.04
WRIGHT - 000085,Wright,000085,Franklin Twp,2885,2736,4,3,14,0,89,40,2168,2063,2,1,11,0,62,24,95.16,0.09,0.05,0.51,0.00,2.86,1.11
WRIGHT - 000070,Wright,000070,Dayton,50,39,1,1,0,0,8,4,37,31,1,1,0,0,3,3,83.78,2.70,2.70,0.00,0.00,8.11,8.11
WRIGHT - 000090,Wright,000090,French Lake Twp,1213,1171,1,3,7,0,21,6,854,830,0,3,5,0,11,4,97.19,0.00,0.35,0.59,0.00,1.29,0.47
WRIGHT - 000095,Wright,000095,Hanover P-2,2864,2597,22,9,74,1,129,68,1874,1728,15,8,48,1,55,40,92.21,0.80,0.43,2.56,0.05,2.93,2.13
WRIGHT - 000100,Wright,000100,Howard Lake,2071,1927,20,10,9,0,72,71,1587,1500,14,7,7,0,36,42,94.52,0.88,0.44,0.44,0.00,2.27,2.65
WRIGHT - 000105,Wright,000105,Maple Lake,2159,2037,11,1,8,0,89,46,1605,1536,7,1,6,0,48,21,95.70,0.44,0.06,0.37,0.00,2.99,1.31
WRIGHT - 000111,Wright,000111,Maple Lake Twp P-1B,191,182,0,0,0,0,9,4,146,141,0,0,0,0,5,0,96.58,0.00,0.00,0.00,0.00,3.42,0.00
WRIGHT - 000031,Wright,000031,Buffalo P-4,176,165,0,1,0,0,10,2,86,83,0,1,0,0,2,0,96.51,0.00,1.16,0.00,0.00,2.33,0.00
WRIGHT - 000115,Wright,000115,Marysville Twp,2020,1859,6,12,7,0,72,104,1517,1400,6,9,4,0,52,70,92.29,0.40,0.59,0.26,0.00,3.43,4.61
WRIGHT - 000120,Wright,000120,Middleville Twp,1009,949,3,5,1,0,35,16,774,745,0,3,0,0,20,6,96.25,0.00,0.39,0.00,0.00,2.58,0.78
WRIGHT - 000125,Wright,000125,Monticello P-1,6374,5459,165,30,81,1,398,444,4924,4336,110,27,67,1,222,279,88.06,2.23,0.55,1.36,0.02,4.51,5.67
WRIGHT - 000130,Wright,000130,Monticello Twp,3309,3124,14,4,26,0,115,55,2505,2400,6,3,22,0,57,27,95.81,0.24,0.12,0.88,0.00,2.28,1.08
WRIGHT - 000135,Wright,000135,Montrose,3775,3374,87,11,55,3,177,142,2587,2351,55,10,34,3,90,87,90.88,2.13,0.39,1.31,0.12,3.48,3.36
WRIGHT - 000150,Wright,000150,Rockford Twp,3377,3207,26,6,17,0,114,47,2539,2428,13,6,15,0,71,33,95.63,0.51,0.24,0.59,0.00,2.80,1.30
RICE - 000055,Rice,000055,Forest Twp,1330,1254,2,0,11,0,43,31,1072,1021,1,0,9,0,29,20,95.24,0.09,0.00,0.84,0.00,2.71,1.87
RICE - 000060,Rice,000060,Lonsdale,4686,4186,63,12,61,3,291,189,3150,2878,37,7,43,0,138,97,91.37,1.17,0.22,1.37,0.00,4.38,3.08
RICE - 000065,Rice,000065,Morristown,949,849,9,0,12,0,37,69,704,647,8,0,9,0,22,25,91.90,1.14,0.00,1.28,0.00,3.12,3.55
RICE - 000070,Rice,000070,Morristown Twp,647,616,1,2,3,0,18,18,507,486,0,2,2,0,12,7,95.86,0.00,0.39,0.39,0.00,2.37,1.38
RICE - 000075,Rice,000075,Nerstrand,273,252,0,0,2,0,16,4,211,196,0,0,2,0,11,4,92.89,0.00,0.00,0.95,0.00,5.21,1.90
RICE - 000085,Rice,000085,Northfield W-1 P-2,3102,2826,35,2,69,0,151,103,2430,2242,20,1,57,0,100,73,92.26,0.82,0.04,2.35,0.00,4.12,3.00
RICE - 000105,Rice,000105,Northfield W-3 P-1,3678,2490,88,41,53,3,430,1029,2850,2058,69,28,40,3,264,670,72.21,2.42,0.98,1.40,0.11,9.26,23.51
RICE - 000015,Rice,000015,Dundas,1712,1474,18,6,33,0,119,110,1178,1031,12,1,26,0,68,66,87.52,1.02,0.08,2.21,0.00,5.77,5.60
RICE - 000020,Rice,000020,Erin Twp,836,779,3,5,6,0,36,20,668,630,2,1,3,0,26,11,94.31,0.30,0.15,0.45,0.00,3.89,1.65
RICE - 000035,Rice,000035,Faribault P-3,8121,5677,1419,171,66,0,538,753,6580,4705,1121,165,48,0,365,517,71.50,17.04,2.51,0.73,0.00,5.55,7.86
RICE - 000040,Rice,000040,Faribault P-4,6581,4111,1250,57,110,0,568,1047,4685,3301,626,37,80,0,319,630,70.46,13.36,0.79,1.71,0.00,6.81,13.45
RICE - 000030,Rice,000030,Faribault P-2,4989,3679,499,35,84,0,337,653,3732,2924,287,26,69,0,182,378,78.35,7.69,0.70,1.85,0.00,4.88,10.13
RICE - 000025,Rice,000025,Faribault P-1,4762,3199,462,34,130,0,425,962,3487,2579,238,19,94,0,225,571,73.96,6.83,0.54,2.70,0.00,6.45,16.38
RICE - 000080,Rice,000080,Northfield W-1 P-1,2114,1369,106,0,308,0,47,182,2036,1319,97,0,308,0,35,171,64.78,4.76,0.00,15.13,0.00,1.72,8.40
RICE - 000113,Rice,000113,Northfield W-4 P-1,2481,2013,60,6,53,0,277,233,2049,1705,43,6,46,0,200,170,83.21,2.10,0.29,2.24,0.00,9.76,8.30
RICE - 000095,Rice,000095,Northfield W-2 P-2,2780,2362,64,14,33,0,201,228,2140,1879,47,9,30,0,105,141,87.80,2.20,0.42,1.40,0.00,4.91,6.59
RICE - 000090,Rice,000090,Northfield W-2 P-1,2618,2290,62,13,36,1,138,182,1862,1698,34,4,27,1,51,83,91.19,1.83,0.21,1.45,0.05,2.74,4.46
RICE - 000114,Rice,000114,Northfield W-4 P-2,2749,1284,214,39,439,3,31,657,2737,1283,211,39,439,3,25,654,46.88,7.71,1.42,16.04,0.11,0.91,23.89
WRIGHT - 000030,Wright,000030,Buffalo P-3,3738,3423,28,15,45,5,176,113,2769,2592,19,7,30,5,90,53,93.61,0.69,0.25,1.08,0.18,3.25,1.91
WRIGHT - 000110,Wright,000110,Maple Lake Twp P-1A,1953,1848,6,1,4,0,84,24,1505,1441,2,0,3,0,49,10,95.75,0.13,0.00,0.20,0.00,3.26,0.66
WRIGHT - 000035,Wright,000035,Buffalo Twp,1883,1811,1,0,6,0,61,26,1373,1331,0,0,6,0,33,9,96.94,0.00,0.00,0.44,0.00,2.40,0.66
WRIGHT - 000040,Wright,000040,Chatham Twp,1362,1327,0,2,5,0,22,6,1013,980,0,2,5,0,20,5,96.74,0.00,0.20,0.49,0.00,1.97,0.49
WRIGHT - 000190,Wright,000190,Woodland Twp,1154,1105,5,2,4,0,37,13,848,818,0,2,0,0,27,6,96.46,0.00,0.24,0.00,0.00,3.18,0.71
WRIGHT - 000045,Wright,000045,Clearwater,1918,1785,22,2,9,0,80,42,1413,1324,14,2,9,0,50,28,93.70,0.99,0.14,0.64,0.00,3.54,1.98
RICE - 000115,Rice,000115,Northfield Twp,864,823,5,2,5,0,23,14,653,626,2,2,4,0,14,9,95.87,0.31,0.31,0.61,0.00,2.14,1.38
RICE - 000120,Rice,000120,Richland Twp,376,360,1,0,0,0,12,7,323,310,1,0,0,0,9,6,95.98,0.31,0.00,0.00,0.00,2.79,1.86
RICE - 000125,Rice,000125,Shieldsville Twp,1056,1003,2,1,5,0,35,11,894,851,2,1,5,0,25,6,95.19,0.22,0.11,0.56,0.00,2.80,0.67
RICE - 000130,Rice,000130,Walcott Twp,929,891,2,2,2,0,27,22,767,746,0,2,2,0,12,10,97.26,0.00,0.26,0.26,0.00,1.56,1.30
RICE - 000135,Rice,000135,Warsaw Twp,1276,1215,0,0,4,0,41,17,1030,988,0,0,4,0,26,11,95.92,0.00,0.00,0.39,0.00,2.52,1.07
RICE - 000142,Rice,000142,Webster Twp P-2,958,905,1,0,3,0,40,18,753,719,1,0,1,0,28,8,95.48,0.13,0.00,0.13,0.00,3.72,1.06
RICE - 000140,Rice,000140,Webster Twp P-1,819,730,3,2,8,0,57,25,662,595,2,2,5,0,43,19,89.88,0.30,0.30,0.76,0.00,6.50,2.87
RICE - 000005,Rice,000005,Bridgewater Twp,1840,1694,6,5,12,0,100,63,1429,1345,1,3,11,0,50,38,94.12,0.07,0.21,0.77,0.00,3.50,2.66
RICE - 000010,Rice,000010,Cannon City Twp,1226,1169,5,1,0,0,40,30,952,914,5,0,0,0,22,20,96.01,0.53,0.00,0.00,0.00,2.31,2.10
RICE - 000012,Rice,000012,Dennison,14,10,0,0,0,0,2,1,12,9,0,0,0,0,2,0,75.00,0.00,0.00,0.00,0.00,16.67,0.00
STEARNS - 000100,Stearns,000100,Getty Twp,347,333,1,0,1,0,7,11,251,241,1,0,1,0,6,6,96.02,0.40,0.00,0.40,0.00,2.39,2.39
STEARNS - 000110,Stearns,000110,Grove Twp,480,451,0,1,0,0,7,29,344,323,0,1,0,0,5,19,93.90,0.00,0.29,0.00,0.00,1.45,5.52
STEARNS - 000105,Stearns,000105,Greenwald,197,195,0,0,0,0,2,0,138,137,0,0,0,0,1,0,99.28,0.00,0.00,0.00,0.00,0.72,0.00
STEARNS - 000170,Stearns,000170,Melrose,3602,2506,18,19,9,0,236,1093,2637,1984,11,10,7,0,144,628,75.24,0.42,0.38,0.27,0.00,5.46,23.81
STEARNS - 000115,Stearns,000115,Holding Twp,1182,1162,0,0,0,0,17,3,870,863,0,0,0,0,7,0,99.20,0.00,0.00,0.00,0.00,0.80,0.00
STEARNS - 000120,Stearns,000120,Holdingford,743,717,5,0,0,1,14,7,541,530,0,0,0,0,10,3,97.97,0.00,0.00,0.00,0.00,1.85,0.55
STEARNS - 000125,Stearns,000125,Kimball,799,742,6,1,1,3,43,14,597,574,4,1,1,0,16,4,96.15,0.67,0.17,0.17,0.00,2.68,0.67
STEARNS - 000130,Stearns,000130,Krain Twp,984,974,0,0,0,0,7,7,702,699,0,0,0,0,3,1,99.57,0.00,0.00,0.00,0.00,0.43,0.14
MCLEOD - 000005,McLeod,000005,Acoma Twp,1130,1089,1,5,3,1,23,23,886,855,1,4,0,1,18,15,96.50,0.11,0.45,0.00,0.11,2.03,1.69
MCLEOD - 000010,McLeod,000010,Bergen Twp,910,877,1,0,2,0,26,40,710,692,0,0,2,0,12,23,97.46,0.00,0.00,0.28,0.00,1.69,3.24
MCLEOD - 000015,McLeod,000015,Biscay,113,104,0,0,0,0,3,7,86,80,0,0,0,0,0,7,93.02,0.00,0.00,0.00,0.00,0.00,8.14
MCLEOD - 000020,McLeod,000020,Brownton,731,682,3,2,3,0,38,38,560,533,3,0,3,0,18,24,95.18,0.54,0.00,0.54,0.00,3.21,4.29
MCLEOD - 000025,McLeod,000025,Collins Twp,436,422,0,2,0,1,9,15,358,348,0,1,0,1,6,10,97.21,0.00,0.28,0.00,0.28,1.68,2.79
MCLEOD - 000035,McLeod,000035,Glencoe P-2,1418,1166,6,5,16,0,139,266,1063,908,2,5,15,0,83,161,85.42,0.19,0.47,1.41,0.00,7.81,15.15
MCLEOD - 000045,McLeod,000045,Glencoe P-4,1371,1073,5,7,11,1,188,269,1030,848,3,5,11,1,107,153,82.33,0.29,0.49,1.07,0.10,10.39,14.85
MCLEOD - 000040,McLeod,000040,Glencoe P-3,1478,1286,10,4,9,0,95,192,1151,1029,10,2,9,0,43,125,89.40,0.87,0.17,0.78,0.00,3.74,10.86
